experiment,epoch,target_epochs,elapsed_min,evaluated,best_mAP50-95,stale_epochs,train_loss,class_loss,box_loss,train_batches,mAP50,mAP50-95,P,R,F1,best_conf_threshold
effdet_d0_tuned_512_es,17,50,35.87013676563899,False,22.12497255051478,0,0.2827437818970209,0.1883553667568866,0.0018877682975999,810,,,,,,
effdet_d0_tuned_512_es,18,50,45.502594176928206,False,22.12497255051478,0,0.2760618638845137,0.1837910652528574,0.0018454159699081,810,,,,,,
effdet_d0_tuned_512_es,19,50,63.838041539986925,False,22.12497255051478,0,0.2725674362462243,0.1814642968553084,0.0018220627806896,810,,,,,,
effdet_d0_tuned_512_es,20,50,73.39312518835068,True,23.41683947225785,0,0.2659695406386881,0.177290906711125,0.0017735726690138,810,40.982287355506095,23.41683947225785,85.87334014300306,54.74020054694621,66.86018768888182,0.42
effdet_d0_tuned_512_es,21,50,65.16106199820837,False,23.41683947225785,0,0.2629303527467044,0.174794913534029,0.0017627087796831,810,,,,,,
effdet_d0_tuned_512_es,22,50,62.88343449831009,False,23.41683947225785,0,0.2576590143788008,0.171734623114268,0.0017184878175612,810,,,,,,
effdet_d0_tuned_512_es,23,50,64.09187105894088,False,23.41683947225785,0,0.253467176394698,0.169049090726508,0.0016883617160657,810,,,,,,
effdet_d0_tuned_512_es,24,50,63.3707425793012,False,23.41683947225785,0,0.2482799774518719,0.1656450392655384,0.0016526987620221,810,,,,,,
effdet_d0_tuned_512_es,25,50,74.52689674297969,True,23.4881415390659,0,0.2455730781143094,0.1636290374913333,0.001638880799191,810,42.01166799840267,23.4881415390659,81.92793462109955,57.44237530928507,67.53425706193065,0.36
effdet_d0_tuned_512_es,26,50,64.60868012110392,False,23.4881415390659,0,0.2411628965426374,0.1608042816413037,0.0016071722972821,810,,,,,,
effdet_d0_tuned_512_es,27,50,63.32372324466705,False,23.4881415390659,0,0.2375468280764273,0.158529158755217,0.0015803533806724,810,,,,,,
effdet_d0_tuned_512_es,28,50,62.86983331839244,False,23.4881415390659,0,0.2353928937588209,0.1570558035907186,0.0015667418079065,810,,,,,,
effdet_d0_tuned_512_es,29,50,56.29590012232463,False,23.4881415390659,0,0.2315832651507707,0.1545372652878731,0.0015409199972953,810,,,,,,
effdet_d0_tuned_512_es,30,50,44.71651484568914,True,24.245980074088887,0,0.2285278656784399,0.1524874874379164,0.0015208075612059,810,42.769072375973884,24.245980074088887,82.90982040504394,56.51126448756349,67.21133741191048,0.4
effdet_d0_tuned_512_es,31,50,38.04273761510849,False,24.245980074088887,0,0.2253639003376902,0.1504278589913874,0.0014987208290502,810,,,,,,
effdet_d0_tuned_512_es,32,50,36.63992468913396,False,24.245980074088887,0,0.2237733385445159,0.1492648466317742,0.0014901698312584,810,,,,,,
effdet_d0_tuned_512_es,33,50,36.54571384588878,False,24.245980074088887,0,0.2194936240528836,0.1466695993218892,0.0014564804946227,810,,,,,,
effdet_d0_tuned_512_es,34,50,36.59461283683777,False,24.245980074088887,0,0.2193983161890948,0.1465617849043122,0.0014567306201278,810,,,,,,
effdet_d0_tuned_512_es,35,50,43.55691648721695,True,24.245980074088887,5,0.2162470544193998,0.1441479023408007,0.0014419830368291,810,42.45543787666154,23.80980959927816,81.95258019525802,57.39028519338456,67.50660590510475,0.38
effdet_d0_tuned_512_es,36,50,37.50881358385086,False,24.245980074088887,5,0.2137166192502151,0.1426698235082037,0.0014209359162774,810,,,,,,
effdet_d0_tuned_512_es,37,50,36.74054983854294,False,24.245980074088887,5,0.2113779267043243,0.1411600233228118,0.0014043580638647,810,,,,,,
effdet_d0_tuned_512_es,38,50,36.81153300205867,False,24.245980074088887,5,0.2088590031236778,0.1398534648672298,0.0013801107690439,810,,,,,,
