experiment,epoch,target_epochs,elapsed_min,evaluated,best_mAP50-95,stale_epochs,train_loss,class_loss,box_loss,train_batches,mAP50,mAP50-95,P,R,F1,best_conf_threshold
effdet_d0_baseline_512,40,50,42.22674006223679,True,24.537442474635583,0,0.1844059810226346,0.1233158436270407,0.0012218027516486,405,43.61553852042226,24.537442474635583,82.92008480044244,58.57533533012111,68.65341321021101,0.38
effdet_d0_baseline_512,41,50,33.284999652703604,False,24.537442474635583,0,0.1845818778982869,0.1236035756490848,0.001219566039925,405,,,,,,
effdet_d0_baseline_512,42,50,32.32152095635732,False,24.537442474635583,0,0.1818866534365548,0.1218960703891,0.0011998116610755,405,,,,,,
effdet_d0_baseline_512,43,50,29.15373971859614,False,24.537442474635583,0,0.1797673248950346,0.1204455097332412,0.0011864362951414,405,,,,,,
effdet_d0_baseline_512,44,50,23.705377916495006,False,24.537442474635583,0,0.1771204275113564,0.1186312612744025,0.0011697833314193,405,,,,,,
effdet_d0_baseline_512,45,50,28.41634874343872,True,25.131363517627783,0,0.1768446229122303,0.1182716897424356,0.0011714586633096,405,44.538080333542354,25.131363517627783,84.92873651771957,57.42284151582238,68.51837464066507,0.4
effdet_d0_baseline_512,46,50,22.60211099386215,False,25.131363517627783,0,0.1749943812688191,0.1174404976728521,0.0011510776818649,405,,,,,,
effdet_d0_baseline_512,47,50,22.654504724343617,False,25.131363517627783,0,0.1741721943940645,0.1167617603400607,0.0011482086857596,405,,,,,,
effdet_d0_baseline_512,48,50,22.62603952089945,False,25.131363517627783,0,0.1720744132259745,0.1151479118952044,0.0011385300215391,405,,,,,,
effdet_d0_baseline_512,49,50,22.598689130942027,False,25.131363517627783,0,0.1708384145925074,0.1144592181767946,0.0011275839247384,405,,,,,,
effdet_d0_baseline_512,50,50,27.977587588628133,True,25.131363517627786,5,0.16923273139529757,0.11344373658483412,0.0011157798899889544,405,43.05640627315432,24.38246789699908,81.7467485549133,58.9334548769371,68.49035187287174,0.38
