experiment,epoch,target_epochs,elapsed_min,evaluated,best_mAP50-95,stale_epochs,train_loss,class_loss,box_loss,train_batches,mAP50,mAP50-95,P,R,F1,best_conf_threshold
effdet_d0_oversample_minority_512_es,1,50,57.420891320705415,False,-1.0,0,0.8163002442909119,0.5957886164307482,0.0044102325634354,1061,,,,,,
effdet_d0_oversample_minority_512_es,2,50,48.51976310809453,False,-1.0,0,0.566280422684834,0.3872933653477337,0.0035797411654474,1061,,,,,,
effdet_d0_oversample_minority_512_es,3,50,48.663466509183245,False,-1.0,0,0.4844383795681592,0.3252493130862994,0.0031837813315244,1061,,,,,,
effdet_d0_oversample_minority_512_es,4,50,48.74649116198222,False,-1.0,0,0.4364123727834865,0.291985351925858,0.0028885404406419,1061,,,,,,
effdet_d0_oversample_minority_512_es,5,50,57.120048662026726,True,21.58576979539597,0,0.4053088869551911,0.2695430740924739,0.0027153162649085,1061,37.86765964429223,21.58576979539597,82.8232293505984,54.9746060684985,66.0848465873513,0.38
effdet_d0_oversample_minority_512_es,6,50,50.25441344579061,False,21.58576979539597,0,0.3785995861531203,0.251692462765193,0.0025381424653446,1061,,,,,,
effdet_d0_oversample_minority_512_es,7,50,49.941802469889325,False,21.58576979539597,0,0.3577305996170817,0.2375889325709302,0.0024028333399048,1061,,,,,,
effdet_d0_oversample_minority_512_es,8,50,49.05936083396276,False,21.58576979539597,0,0.3421181192187966,0.2265139133945936,0.0023120841174671,1061,,,,,,
effdet_d0_oversample_minority_512_es,9,50,49.38524090449015,False,21.58576979539597,0,0.3267129755997635,0.2166982643678433,0.002200294223032,1061,,,,,,
effdet_d0_oversample_minority_512_es,10,50,79.34446514447531,True,23.79759740106368,0,0.3164362657418462,0.2100517931521557,0.0021276894413043,1061,42.05641943431901,23.79759740106368,85.48207975769813,55.13087641620002,67.03083560938924,0.44
effdet_d0_oversample_minority_512_es,11,50,87.32042179505031,False,23.79759740106368,0,0.3041966692891242,0.2019784430728331,0.0020443645209814,1061,,,,,,
effdet_d0_oversample_minority_512_es,12,50,86.08434518575669,False,23.79759740106368,0,0.2957469323802736,0.19612525890842,0.0019924334763012,1061,,,,,,
effdet_d0_oversample_minority_512_es,13,50,87.11963840325673,False,23.79759740106368,0,0.2875446049561487,0.1906941483511776,0.0019370091271597,1061,,,,,,
effdet_d0_oversample_minority_512_es,14,50,86.40870923201243,False,23.79759740106368,0,0.2788108592180572,0.1851120179239923,0.0018739768200352,1061,,,,,,
effdet_d0_oversample_minority_512_es,15,50,97.46900249322256,True,24.471342952092524,0,0.2734791329736197,0.1815131470546983,0.0018393197133092,1061,43.028141382506846,24.471342952092524,84.77659153815738,55.84060424534445,67.3313967182225,0.42
effdet_d0_oversample_minority_512_es,16,50,86.94615770975749,False,24.471342952092524,0,0.2672594390058158,0.177421054561446,0.0017967676975049,1061,,,,,,
effdet_d0_oversample_minority_512_es,17,50,86.16905112663905,False,24.471342952092524,0,0.260873934761406,0.1733054822200205,0.0017513690617187,1061,,,,,,
effdet_d0_oversample_minority_512_es,18,50,86.83627264897028,False,24.471342952092524,0,0.2554930018069719,0.1697468924407235,0.0017149221855606,1061,,,,,,
effdet_d0_oversample_minority_512_es,19,50,86.36036158005396,False,24.471342952092524,0,0.2508074183097771,0.166652274548895,0.0016831028733611,1061,,,,,,
effdet_d0_oversample_minority_512_es,20,50,95.55353059768676,True,24.471342952092524,5,0.2464701337116602,0.1639662902735517,0.00165007686138,1061,42.11548950002901,24.43087138970005,84.42509400356224,55.55410860789165,67.01225259189444,0.42
effdet_d0_oversample_minority_512_es,21,50,92.14958933989207,False,24.471342952092524,5,0.2415307330618929,0.1606890100785632,0.0016168344682073,1061,,,,,,
effdet_d0_oversample_minority_512_es,22,50,84.89373491605123,False,24.471342952092524,5,0.2372734332343073,0.1578130175787025,0.0015892083100486,1061,,,,,,
effdet_d0_oversample_minority_512_es,23,50,84.25718038479486,False,24.471342952092524,5,0.2330749823898779,0.155205844126424,0.0015573827664474,1061,,,,,,
effdet_d0_oversample_minority_512_es,24,50,85.06258916457494,False,24.471342952092524,5,0.2304128721763681,0.15319379345355,0.0015443815780267,1061,,,,,,
effdet_d0_oversample_minority_512_es,25,50,94.67448589801788,True,24.471342952092524,10,0.2252699352737646,0.1499423111221006,0.0015065524920546446,1061,43.161153244508796,24.082589121952783,85.09389671361502,56.64800104180232,68.01657415370182,0.4
